domain,decision,tier,reason,follow,anchor_text,example_backlink,authority,traffic,is_spam,ip,review_note
oozeas.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),nofollow,https://ngwindows.com/,https://oozeas.blogspot.com/&eid=1&p=216-2-71016b553a1fa2c9.3b14d1d7ea8d5f86,2,0,,172.253.122.132,confirmed
optimizeflow.top,DISAVOW,P1 Core,Redirect / URL-shortener link network,nofollow,thermalprowindows.com,https://optimizeflow.top/stats/113573,6,0,,195.20.19.178,confirmed
organicrankexpress.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Strengthen ngwindows.com through high-quality backlinks, guest posts, on-page and local SEO, custom web development, SaaS tools and automation tools for compounding DR/DA/TF for an",https://organicrankexpress.shop/9bb1bfa67-on-page-seo-vs-pbn-backlinks-healthcare-which-moves-rankings-faster-holds-longer-complete-implementation-guide-budget-links-and-content-for-stronger-domain-authority/,0.0,0,TRUE,104.21.63.203,confirmed
organicranknetwork.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Scale ngwindows.com with contextual backlinks, premium guest posts, on-page SEO, local SEO, custom web development, SaaS tools plus automation tools, earning real DR/DA/TF improvem",https://organicranknetwork.shop/255646537-press-release-links-cleaned-toxic-links-grew-40-percent-dental-money-site-every-dollar-ranking-tracked-step-by-step-strategy-research-execution-and-analysis-for-higher-search-visibility/,0.0,0,TRUE,172.67.181.238,confirmed
pagesearch.net,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,northpointwindows.com,https://pagesearch.net/0735674f420eb4305092bacc860401a2-l/,2,0,,118.139.176.46,confirmed
pageseocollective.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),,,,0.0,0,TRUE,104.21.47.215,confirmed
pageseomasters.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Power up ngwindows.com: guest posts, backlinks, on-page and local SEO, web development, SaaS tools and workflow automation tools for a noticeable DR/DA/TF rise with full transparen",https://pageseomasters.shop/85991817c-90-day-high-da-guest-posts-case-study-healthcare-placements-anchors-rankings-detailed-campaign-breakdown-mistakes-risks-and-solutions-for-better-google-positions/,0.0,0,TRUE,104.21.21.10,confirmed
pageseoservice.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Complete SEO for ngwindows.com: high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools, delivering real DR/DA/TF improve",https://pageseoservice.shop/f6f5513e4-stacked-press-release-links-web-development-real-estate-dual-strategy-doubled-ranking-speed-long-term-seo-method-quality-checks-and-reporting-for-better-google-positions/,0.0,0,TRUE,172.67.160.172,confirmed
palmspringsrentaljinokoku.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Replacement Windows Atlanta Images,https://palmspringsrentaljinokoku.blogspot.com/2015/10/replacement-windows-atlanta.html,2,0,,172.253.63.132,confirmed
pasteurnorte29.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),nofollow,ngwindows.com,https://pasteurnorte29.blogspot.com/,2,0,,172.253.63.132,confirmed
phanerosart.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service thermalprowindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://phanerosart.com/all/2900/11.html,2,0,,104.21.56.40,confirmed
pick4d.live,DISAVOW,P1 Core,Gambling / casino spam,nofollow,ngwindows.com,https://pick4d.live/2025/10/17/artie-lange-laughter-pain-and-the-battle-behind-the-microphone/,3,0,,67.223.118.29,confirmed
pictoshow.com,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,Convert a Screened Porch to a Sunroom | North Georgia,https://pictoshow.com/search.php?q=Screened,0.0,0,TRUE,172.67.158.233,confirmed
picturewindowtenyude.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Photos of Picture Window Replacement Options,http://picturewindowtenyude.blogspot.com/2015/09/picture-window-replacement-options.html,2,0,,173.194.45.132,confirmed
plrdownloadshub.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://plrdownloadshub.com/all/2066/26.html,2,0,,104.21.11.148,confirmed
plumeriamarketing.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northgeorgiawindows.net Rank First Page Google Fast SEO Link Building Buy Backlinks Onli,http://plumeriamarketing.com/all/973/16.html,2,0,,172.67.160.252,confirmed
plurio.shop,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northgeorgiawindows.net Rank First Page Google Fast SEO Link Building Buy Backlinks Onli,https://plurio.shop/all/615/32.html,2,0,,172.67.145.174,confirmed
pokerplayer365.com,DISAVOW,P1 Core,Gambling / casino spam,,,,5,0,,209.205.209.102,confirmed
portailorange.net,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service thermalprowindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,http://portailorange.net/all/662/7.html,2,0,,172.67.167.49,confirmed
prashikshan.in,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,http://www.prashikshan.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
pravilassl.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,Window Replacement in Atlanta – Sample Psychrometric Chart,http://pravilassl.com/sample-psychrometric-chart/,0.0,0,,,confirmed
preparation.co.in,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,http://www.preparation.co.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
procycling.org,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,qualitypluswindows.com,http://www.procycling.org/page-1d46ee62e36190f42f3d3c0481fab48e.html,2,0,,118.139.181.85,confirmed
pudhe.com,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,https://pudhe.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,184.168.115.60,confirmed
qlliqzun.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),,,,0.0,0,TRUE,104.21.94.57,confirmed
queries.co.in,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,qualitypluswindows.com,http://queries.co.in/page-1d46ee62e36190f42f3d3c0481fab48e.html,2,0,,118.139.181.85,confirmed
quero.party,DISAVOW,P1 Core,Redirect / URL-shortener link network,nofollow,thermalprowindows.com,https://quero.party/report/113573,6,0,,195.20.19.178,confirmed
quickseolinks.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://quickseolinks.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
quotesblom.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service performingwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://quotesblom.com/all/2235/33.html,2,0,,172.67.157.219,confirmed
qwenterprise.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service thermalprowindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,http://qwenterprise.com/all/662/7.html,2,0,,104.21.92.98,confirmed
rankgrowthboost.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Scale ngwindows.com with guest posts, backlinks, on-page and local SEO, web development, SaaS tools and workflow automation tools, earning durable DR/DA/TF gains with proven result",https://rankgrowthboost.shop/8c1ed86d0-30-day-serp-climb-real-estate-combined-niche-edits-sidebar-links-position1-real-world-action-plan-planning-testing-and-tracking-for-stronger-domain-authority/,0.0,0,TRUE,104.21.53.149,confirmed
rankgrowthinsights.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Everything ngwindows.com needs: high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools — durable DR/DA/TF gains with ful",https://rankgrowthinsights.shop/a0888ce87-18-month-homepage-links-case-study-financial-advisory-placements-anchors-rankings-advanced-growth-framework-budget-links-and-content-for-higher-search-visibility/,0.0,0,TRUE,172.67.168.57,confirmed
rankgrowthservice.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Strengthen ngwindows.com through high-quality backlinks, guest posts, on-page and local SEO, custom web development, SaaS tools and automation tools for DR/DA/TF gains that hold ac",https://rankgrowthservice.shop/795100500-ranking-recovery-blueprint-medical-rank-using-local-seo-niche-edits-real-world-action-plan-quality-checks-and-reporting-for-higher-search-visibility/,0.0,0,TRUE,104.21.64.81,confirmed
rankseoprovider.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Complete SEO for ngwindows.com: premium guest posts, contextual backlinks, on-page and local SEO, conversion-focused web development, SaaS tools and automation tools, delivering du",https://rankseoprovider.shop/e2f921b07-homepage-links-vs-pbn-backlinks-health-which-moves-rankings-faster-holds-longer-proven-optimization-process-quality-checks-and-reporting-for-stronger-domain-authority/,0.0,0,TRUE,172.67.192.44,confirmed
rankvance-agency.online,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,northgeorgiawindows.net,https://rankvance-agency.online/boost-organic-traffic-using-rankvance-services-465/,2,0,,172.67.188.70,confirmed
rankvance.info,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,thermatrustwindows.com,https://rankvance.info/best-link-building-agency-rankvance-235/,2,0,,104.21.30.204,confirmed
rankvance.online,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,northgeorgiawindows.net,https://rankvance.online/rankvance-custom-link-building-packages-465/,2,0,,172.67.140.5,confirmed
rankvance.website,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,ngawindows.com,https://rankvance.website/powerful-cloud-stacking-backlinks-by-rankvance-explore-now-411/,2,0,,104.21.61.71,confirmed
rankvanceagency.info,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,thermatrustwindows.com,https://rankvanceagency.info/best-link-building-agency-rankvance-235/,2,0,,104.21.43.18,confirmed
rankvanceauthority.info,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,thermatrustwindows.com,https://rankvanceauthority.info/best-link-building-agency-rankvance-235/,2,0,,172.67.211.24,confirmed
rankvanceauthority.pro,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,ngawindows.com,https://rankvanceauthority.pro/boost-your-rankings-with-backlinks-412/,2,0,,104.21.20.47,confirmed
rankvanceboost.info,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,roiwindows.com,https://rankvanceboost.info/best-link-building-agency-rankvance-235/,2,0,,172.67.222.56,confirmed
rankvancelinks.info,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,roiwindows.com,https://rankvancelinks.info/best-link-building-agency-rankvance-235/,2,0,,172.67.185.200,confirmed
rankvancelinks.online,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,thermatrustwindows.com,https://rankvancelinks.online/best-link-building-agency-rankvance-235/,2,0,,172.67.209.72,confirmed
rankvanceseo.info,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,roiwindows.com,https://rankvanceseo.info/best-link-building-agency-rankvance-235/,5,0,,172.67.183.193,confirmed
rankvanceseo.website,DISAVOW,P1 Core,Paid-link / backlink-seller site,dofollow,thermatrustwindows.com,https://rankvanceseo.website/grab-rankvance-backlink-deals-before-its-late-470/,2,0,,104.21.13.220,confirmed
rarebacklinks.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://rarebacklinks.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
rdxextremez.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service qualitypluswindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Onlin,http://rdxextremez.com/all/135/24.html,2,0,,172.67.167.172,confirmed
read.org.in,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,https://read.org.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.178.200,confirmed
ready.pro,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,ngawindows.com,https://ready.pro/stats/51466,4,0,,118.139.177.45,confirmed
replacementwindowsctankasu.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Replacement Leaded Windows Photos,http://replacementwindowsctankasu.blogspot.com/2015/06/replacement-leaded-windows.html,2,0,,142.251.16.132,confirmed
replacementwindowstodays.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Atlanta Replacement Windows Photos,http://replacementwindowstodays.blogspot.com/2011/09/atlanta-replacement-windows.html,2,0,,173.194.45.132,confirmed
rjcentinc.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://rjcentinc.com/all/2066/26.html,2,0,,172.67.187.61,confirmed
rosa-humphrey.pages.dev,DISAVOW,P1 Core,Throwaway free-host page,dofollow,www.ngwindows.com (opens in a new tab),https://rosa-humphrey.pages.dev/posts/2025-05-how-often-should-you-reseal-travertine-floors,2,0,,172.66.44.133,confirmed
royaldb.us.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://royaldb.us.com/all/2065/33.html,2,0,,104.21.87.48,confirmed
sapphirevpn.net,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service qualitypluswindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Onlin,http://sapphirevpn.net/all/135/24.html,2,0,,104.21.19.197,confirmed
sazfmezf.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,"JXCeI↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://sazfmezf.xyz/gyborhiutfeoq,0.0,0,TRUE,104.21.77.253,confirmed
scionybg.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,"nLKc7↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://scionybg.xyz/erzmxtoldxnug,0.0,0,TRUE,104.21.48.1,confirmed
screenshots.wiki,DISAVOW,P1 Core,Redirect / URL-shortener link network,nofollow,qualitypluswindows.com,https://screenshots.wiki/report/124368,6,0,,195.20.19.178,confirmed
seoboostacademy.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Grow ngwindows.com with high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools — a strong DR/DA/TF increase across all m",https://seoboostacademy.shop/c1f174ed5-do-editorial-links-still-work-2026-fintech-tested-10-placements-tracked-proven-optimization-process-examples-metrics-and-lessons-for-consistent-traffic-growth/,0.0,0,TRUE,172.67.156.190,confirmed
seoboostexchange.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Take ngwindows.com to page one with high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools — a noticeable DR/DA/TF rise ",https://seoboostexchange.shop/779f9b3c3-pbn-backlinks-helped-financial-advisory-site-doubled-organic-revenue-90-days-complete-case-study-data-measurable-results-blueprint-examples-metrics-and-lessons-for-higher-search-visibility/,0.0,0,TRUE,104.21.25.16,confirmed
seoboostresults.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),,,,0.0,0,TRUE,104.21.66.231,confirmed
seodomains.website,DISAVOW,P1 Core,Auto-generated stats / scraper page,nofollow,ngawindows.com,http://seodomains.website/domain/domain/part/168127,3,0,,172.67.212.159,confirmed
seogrowthprovider.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Power up ngwindows.com: high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools for DR/DA/TF that climbs steadily across ",https://seogrowthprovider.shop/43fd633e4-120-day-dofollow-backlinks-journey-pharmaceutical-no-traffic-to-dr40-proven-optimization-process-authority-traffic-and-conversions-for-scalable-seo-performance/,0.0,0,TRUE,104.21.79.253,confirmed
seogrowthstudio.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Boost ngwindows.com using high-quality backlinks, guest posts, on-page and local SEO, custom web development, SaaS tools and automation tools for DR/DA/TF gains that hold at a sust",https://seogrowthstudio.shop/a92555df0-best-crowd-links-travel-2025-compared-12-providers-roi-step-by-step-strategy-mistakes-risks-and-solutions-for-sustainable-organic-growth/,0.0,0,TRUE,172.67.135.254,confirmed
seolinkexpress.shop,DISAVOW,P1 Core,Paid-link / backlink-seller site,,,,0.0,0,TRUE,172.67.188.238,confirmed
shortenurls.eu,DISAVOW,P1 Core,Redirect / URL-shortener link network,nofollow,thermalprowindows.com,https://shortenurls.eu/share/113573,14,0,,195.20.19.178,confirmed
siterankprovider.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Strengthen ngwindows.com through high-quality backlinks, guest posts, on-page and local SEO, custom web development, SaaS tools and automation tools for DR/DA/TF that climbs steadi",https://siterankprovider.shop/ad33f3233-sidebar-links-new-health-websites-safe-day1-or-wait-3-months-full-ranking-workflow-budget-links-and-content-for-higher-search-visibility/,0.0,0,TRUE,172.67.203.229,confirmed
skylinkseo.site,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://skylinkseo.site/artie-lange-laughter-pain-and-the-battle-behind-the-microphone/,4,0,,67.223.118.29,confirmed
skystarnews.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service thermalprowindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,http://skystarnews.com/all/662/7.html,2,0,,104.21.92.6,confirmed
slidingdoorantikreigai.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Double Doors Photos,http://slidingdoorantikreigai.blogspot.com/2017/03/double-doors.html,2,0,,172.253.115.132,confirmed
smartstimer.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service roiwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://smartstimer.com/all/2479/11.html,3,0,,172.67.161.212,confirmed
soulvocable.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://soulvocable.com/all/2066/26.html,2,0,,104.21.37.103,confirmed
southfwb.com,DISAVOW,P1 Core,Borderline — manual check,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://southfwb.com/all/2066/26.html,12,0,,172.67.165.246,UPGRADED review→disavow
sporstcenter.com,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,roiwindows.com,https://www.sporstcenter.com/page-d485bee01a16aec182a234e4d87c5708.html,2,0,,92.249.46.138,confirmed
sportlives.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,6,https://sportlives.xyz/easiest-industrial-stair-climbers-2024/,0.0,0,TRUE,95.216.225.167,confirmed
submissivewomendominated.us,DISAVOW,P1 Core,Adult spam,dofollow,.,http://www.submissivewomendominated.us/the-bow-window.html,0.0,0,,,confirmed
superbqualitybacklinks.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://superbqualitybacklinks.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
taxies.biz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,http://www.taxies.biz/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
tbincom.press,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,Galerry printable psychrometric chart free,http://tbincom.press/upload/printable-psychrometric-chart-free.html,0.0,0,,,confirmed
theface.in,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,http://www.theface.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
themumbai.in,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,http://www.themumbai.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
thirty.co.in,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,http://www.thirty.co.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
tkzojtbf.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),,,,0.0,0,TRUE,172.67.166.253,confirmed
topleveldomains.space,DISAVOW,P1 Core,Spam directory listing,dofollow,qualitypluswindows.com,http://topleveldomains.space/page-1d46ee62e36190f42f3d3c0481fab48e.html,2,0,,118.139.181.85,confirmed
toplist.co.in,DISAVOW,P1 Core,Spam directory listing,nofollow,ngwindows.com,https://www.toplist.co.in/domain-list-6072,4,0,,184.168.109.253,confirmed
toprankpartners.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Grow ngwindows.com with guest posts and backlinks, on-page SEO, local SEO, web development, SaaS integrations and automation tools — a noticeable DR/DA/TF rise at a sustainable pac",https://toprankpartners.shop/c58d4307c-12-month-serp-climb-ecommerce-combined-editorial-links-crowd-links-position1-practical-execution-roadmap-tools-tactics-and-insights-for-higher-search-visibility/,0.0,0,TRUE,172.67.222.37,confirmed
toprankprovider.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Power up ngwindows.com: high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools for compounding DR/DA/TF with relevance-f",https://toprankprovider.shop/2b5d4f7f3-18-month-serp-climb-medical-combined-dr-boost-services-on-page-seo-position1-proven-optimization-process-data-progress-and-outcomes-for-competitive-serp-results/,0.0,0,TRUE,172.67.179.252,confirmed
toprankresults.shop,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,"Take ngwindows.com to page one with premium guest posts, contextual backlinks, on-page and local SEO, conversion-focused web development, SaaS tools and automation tools — long-ter",https://toprankresults.shop/85b538184-best-on-page-seo-legal-2026-compared-12-providers-roi-advanced-growth-framework-examples-metrics-and-lessons-for-better-google-positions/,0.0,0,TRUE,104.21.67.69,confirmed
topratedbacklinks.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://topratedbacklinks.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
trafficboosterlinkseo.com,DISAVOW,P1 Core,Paid-link / backlink-seller site,nofollow,ngwindows.com,https://trafficboosterlinkseo.com/ashgeoseo/,2,0,,203.161.54.114,confirmed
trendspotdirectory.com,DISAVOW,P1 Core,Spam directory listing,nofollow,Website,https://trendspotdirectory.com/places/ng-windows/,6,0,,35.208.147.119,confirmed
trendyhealthtimes.com,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service qualitypluswindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Onlin,http://trendyhealthtimes.com/all/135/24.html,2,0,,104.21.67.6,confirmed
truebookies.com,DISAVOW,P1 Core,Gambling / casino spam,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://truebookies.com/dark-side-links-dark-white-hat-link-building-1250/,2,0,,172.67.73.211,confirmed
tunca.org,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,northpointwindows.com,https://tunca.org/0735674f420eb4305092bacc860401a2-l/,2,0,,118.139.176.46,confirmed
tyre.pro,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,http://www.tyre.pro/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
tyres.pro,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,performingwindows.com,http://www.tyres.pro/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
uaewebdirectory.info,DISAVOW,P1 Core,Spam directory listing,dofollow,performingwindows.com,http://uaewebdirectory.info/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0,,118.139.181.85,confirmed
ufabettererm4.com,DISAVOW,P1 Core,Gambling / casino spam,dofollow,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://ufabettererm4.com/all/2065/33.html,2,0,,104.21.9.132,confirmed
uiisjzij.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,"3EXvI↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://uiisjzij.xyz/5ahqyxpcwk9v6,0.0,0,TRUE,104.21.80.178,confirmed
uklistingz.co.uk,DISAVOW,P1 Core,Spam directory listing,nofollow,www.ngwindows.com,https://uklistingz.co.uk/business/cybi-plastics-paint-tools_299697/,13,0,,23.229.199.133,confirmed
urls-shortener.eu,DISAVOW,P1 Core,Redirect / URL-shortener link network,nofollow,thermalprowindows.com,https://urls-shortener.eu/share/113573,5,0,,195.20.19.178,confirmed
usabuildingsuppliers.com,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,North Georgia Replacement,https://www.usabuildingsuppliers.com/9945/north-georgia-replacement,6,0,,191.101.14.187,confirmed
usatcom.press,DISAVOW,P1 Core,Low-quality / dead domain,dofollow,Galerry printable psychrometric chart metric,http://usatcom.press/upload/printable-psychrometric-chart-metric.html,0.0,0,,,confirmed
vabeatzweser.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),nofollow,https://ngawindows.com/,https://vabeatzweser.blogspot.com/,2,0,,142.250.31.132,confirmed
vfoskvzw.xyz,DISAVOW,P1 Core,Multiple spam signals (dead + farm-IP / spam-flag),,,,0.0,0,TRUE,104.21.112.1,confirmed
vinylwindowszosima.blogspot.com,DISAVOW,P1 Core,Spam blog post (Blogspot PBN),dofollow,Vinyl Windows Atlanta Photos,https://vinylwindowszosima.blogspot.com/2015/02/,2,0,,172.253.62.132,confirmed
