domain,decision,priority,confidence,category,why,anchor_type,example_anchor,backlink_url,follow,bl_count,dofollow_n,nofollow_n,link_checked,dr,ascore,authority,traffic,positions,is_spam,links,ip,country,tier_reason,evidence,qa_note
contractorsnearme.ai,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,Visit Website →,https://contractorsnearme.ai/ga/roswell/north-georgia-replacement-windows,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,104.26.5.129,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
contractorsup.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,website,https://www.contractorsup.com/roswell-ga/builders,nofollow,2,0,2,yes,0.0,15,15,0,0,,2,191.101.14.187,us,farm IP,one strong toxic signal | link-network IP 191.101.14.187 (+3 siblings),
coruzants.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northpointwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://coruzants.com/all/2093/8.html,dofollow,2,2,0,yes,0.0,2,2,0,0,,2,172.67.192.96,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
cqzhan.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://www.cqzhan.us/bow-window-roof.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
crowdyhome.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,upgrading your front door,https://www.crowdyhome.com/how-to-give-your-homes-exterior-a-facelift/,dofollow,2,2,0,yes,0.0,4,4,0,0,,2,13.56.15.200,us,dofollow,one strong toxic signal | no organic traffic/kw (auth=4),
crystalcoastrentals.net,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,printable psychrometric chart gallery,http://crystalcoastrentals.net/img/printable-psychrometric-chart.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
cubi.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Prefab Sunroom Kit : Sunroom additions joy studio design gallery best,http://cubi.us/20171019050332_prefab-sunroom-kit/,dofollow,,,,yes,0.0,0,0,0,0,,5,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
cvcard.ir,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,Wooden Shutters & Vinyl Shutters | North Georgia Windows |,http://www.cvcard.ir/post/37597/wood-vs-vinyl-shutters,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
cvillico.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service qualitypluswindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Onlin,https://cvillico.com/all/2373/20.html,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,104.21.14.64,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
daechul.co.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northgeorgiawindows.net Rank First Page Google Fast SEO Link Building Buy Backlinks Onli,https://daechul.co.com/all/2092/28.html,dofollow,2,2,0,yes,0.0,2,2,0,0,,2,172.67.128.17,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
data2salesai.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,www.ngwindows.com,https://www.data2salesai.com/industry/company/north-georgia-replacement-windows-inc,dofollow,1,1,0,yes,0.0,6,6,0,0,,1,104.21.77.21,,dofollow,one strong toxic signal | no organic traffic/kw (auth=6),
databaseimg.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Grill Styles For Windows Windows With Grille Windows With Grille Source Abuse Report,http://databaseimg.com/grill+styles+for+windows,dofollow,,,,yes,0.0,0,0,0,0,,1,,,"dofollow, money/spam anchor","one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
decorologyblog.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,replace your windows,https://decorologyblog.com/page/48,dofollow,2,2,0,yes,0.0,6,6,0,0,,2,104.21.59.59,,dofollow,one strong toxic signal | no organic traffic/kw (auth=6),
designgfandroiddesktop.ga,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Get free high quality HD wallpapers replacement entry doors,http://designgfandroiddesktop.ga/files/images/replacement-entry-doors.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,"dofollow, money/spam anchor","one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
dishwashercreations.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,NG Windows,https://dishwashercreations.com/2022/03/13/the-things-we-like-to-change-around-the-home/,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,69.28.90.102,us,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
dltech.forum,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,ngwindows.com,https://dltech.forum/?p=327752,nofollow,4,0,4,yes,0.0,9,9,0,0,,4,67.223.118.29,us,farm IP,one strong toxic signal | link-network IP 67.223.118.29 (+5 siblings),
draperiesboca.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Window Replacement in Atlanta – Sample Psychrometric Chart,http://draperiesboca.com/sample-psychrometric-chart/,dofollow,,,,yes,0.0,0,0,0,0,,1,,,"dofollow, money/spam anchor","one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
ducknest.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://www.ducknest.us/outside-bahama-shutters/,dofollow,,,,yes,0.0,0,0,0,0,,16,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
dugdo.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://www.dugdo.us/exterior-shutters-atlanta-georgia/,dofollow,,,,yes,0.0,0,0,0,0,,4,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
dupurgeniefr.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://dupurgeniefr.com/all/2065/33.html,dofollow,3,3,0,yes,0.0,2,2,0,0,,3,104.21.43.118,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
eastbeachvc.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://www.eastbeachvc.com/exterior-shutters-atlanta-georgia/,dofollow,,,,yes,0.0,0,0,0,0,,4,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
etradeads.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,View Website,http://etradeads.com/b2c/etradeadsview.php?id=6339,dofollow,,,,yes,0.0,0,0,0,0,,2,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
eurekster.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,https://www.ngwindows.com/blog/why-maintaining-your-window-screens-is,https://p.eurekster.com/?apdiv=Submit&id&search=Adjustable%20Window%20Screens,dofollow,64,64,0,yes,0.0,6,6,0,0,,64,170.9.240.198,us,dofollow,one strong toxic signal | no organic traffic/kw (auth=6),
explosivo.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://www.explosivo.us/the-bow-window.html,dofollow,,,,yes,0.0,0,0,0,0,,2,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
ezio.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Doors Atlanta amp Larson Afer 1 Doors Atlanta amp Larson Afer 1,http://ezio.us/tulsa-overhead-door.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,"dofollow, money/spam anchor","one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
fashionclothingnews.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service performingwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://fashionclothingnews.com/all/2235/33.html,dofollow,2,2,0,yes,0.0,2,2,0,0,,2,172.67.156.33,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
fastlifesite.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service performingwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://fastlifesite.com/all/2235/33.html,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,172.67.176.248,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
fdidesktopf.gq,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Get free high quality HD wallpapers printable psychrometric chart free,http://fdidesktopf.gq/files/images/printable-psychrometric-chart-free.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
feslcom.press,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Galerry printable psychrometric chart uk,http://feslcom.press/upload/printable-psychrometric-chart-uk.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
fixthehome.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,www.ngwindows.com/,http://www.fixthehome.com/listing/13597/,dofollow,3,3,0,yes,0.0,6,6,0,0,,3,216.137.176.69,us,dofollow,one strong toxic signal | no organic traffic/kw (auth=6),MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
foaminsulationtips.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,Pictures of Air Tite Foam Insulation Inc,https://www.foaminsulationtips.com/air-tite-foam-insulation-inc/,dofollow,4,4,0,yes,0.0,2,2,0,0,,4,172.67.185.120,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
francesc.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Large Size,http://francesc.us/bay-or-bow-window.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
freetobuild.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Ted Kirk & Jonathan Collum,https://freetobuild.us/,dofollow,,,,yes,0.0,0,0,0,0,,1,160.153.0.4,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
frenchmature.me,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,Decorative Iron Fiberglass Doors Atlanta NG Windows North Decorative Doors Custom Front Doors In Atlanta,http://frenchmature.me/custom-front-doors-atlanta,dofollow,,,,yes,0.0,0,0,0,0,,4,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
froecom.press,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Galerry printable psychrometric chart,http://www.froecom.press/upload/printable-psychrometric-chart.html,dofollow,,,,yes,0.0,0,0,0,0,,2,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
ggmap.co.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://ggmap.co.com/all/2066/26.html,dofollow,3,3,0,yes,0.0,2,2,0,0,,3,104.21.10.112,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
ggmap.us.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northpointwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://ggmap.us.com/all/2093/8.html,dofollow,6,6,0,yes,0.0,2,2,0,0,,6,104.21.93.158,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
gladeflowers.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://gladeflowers.com/all/2066/26.html,dofollow,5,5,0,yes,0.0,2,2,0,0,,5,172.67.168.3,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
gmailaccountreset.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://gmailaccountreset.us/outside-bahama-shutters/,dofollow,,,,yes,0.0,0,0,0,0,,4,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
goldenpondconsulting.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Window Replacement Company Atlanta,http://www.goldenpondconsulting.com/human-resource-management,nofollow,,,,yes,0.0,0,0,0,0,,1,,,money/spam anchor,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
goodhomestyle.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,empty/image,,http://goodhomestyle.com/house-full-of-windows.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
gunbuyback.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://www.gunbuyback.us/bow-window-styles.html,dofollow,,,,yes,0.0,0,0,0,0,,2,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
haitisoleil.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,North Georgia Replacement Windows,http://www.haitisoleil.com/index.php?page=search/web&search=north+georgia+windows+and+doors&type=web,dofollow,,,,yes,0.0,0,0,0,0,,2,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
hannahleakirk.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,READ MORE,https://www.hannahleakirk.com/writing,dofollow,,,,yes,0.0,0,0,0,0,,3,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
hellobetty.co,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,Replacement Windows,https://hellobetty.co/fresh-content-sprucing-up-your-curb-appeal-4-quick-and-easy-renovation-tips/,dofollow,1,1,0,yes,0.0,5,5,0,0,,1,147.79.79.21,us,dofollow,one strong toxic signal | no organic traffic/kw (auth=5),
hghomeclub.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,North Georgia Replacement Windows,https://hghomeclub.com/faithful-leadership-window-wisdom-podcast/,dofollow,1,1,0,yes,0.0,6,6,0,0,,1,132.148.183.109,us,dofollow,one strong toxic signal | no organic traffic/kw (auth=6),
homebuilderdeveloper.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,Residential Window Replacement Atlanta | NG Windows ...,http://www.homebuilderdeveloper.com/window-replacement/residential-window-replacement-atlanta-ng-windows.php,dofollow,8,5,3,yes,0.0,3,3,0,0,,8,162.250.126.98,us,dofollow,"one strong toxic signal | dead (auth=3,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
homerenoworld.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,North Georgia Replacement Windows,http://homerenoworld.com/exterior-inspiration/,dofollow,4,4,0,yes,0.0,2,2,0,0,,4,216.185.212.113,us,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
housegarden.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Bilco Doors additionally Mobile Home Storm Doors Exterior in addition Door Jamb Extension Kit as well Home Depot Fiberglass Entry Doors furthermore Crawl Space Doors. on home depot,http://housegarden.us/home/home-depot-entry-doors,nofollow,,,,yes,0.0,0,0,0,0,,1,,,money/spam anchor,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
houselamp.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Decorative Door Trim Kits as well Craftsman Storage Shed in addition Window Sash Balance Replacement furthermore Drill as well Model HO Train Detail Parts. on home depot resin,http://houselamp.us/home/home-depot-resin,nofollow,,,,yes,0.0,0,0,0,0,,1,,,money/spam anchor,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
ib6.info,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Get free high quality HD wallpapers printable psychrometric chart metric,http://modern-wallpaper-ideas.ib6.info/files/images/printable-psychrometric-chart-metric.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
indiarestaurant.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,Large Size,http://www.indiarestaurant.us/bow-window.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
iphone5scase.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://www.iphone5scase.us/bow-window-roof.html,dofollow,,,,yes,0.0,0,0,0,0,,6,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
jeuxodefriv.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Window Replacement in Atlanta – Sample Psychrometric Chart,http://jeuxodefriv.com/sample-psychrometric-chart/,dofollow,,,,yes,0.0,0,0,0,0,,1,,,"dofollow, money/spam anchor","one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
jobhiring.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://jobhiring.us/bow-window-styles.html,dofollow,,,,yes,0.0,0,0,0,0,,2,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
jobsapp.info,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,northpointwindows.com,https://jobsapp.info/0735674f420eb4305092bacc860401a2-l/,dofollow,22,22,0,yes,0.0,6,6,0,0,,22,104.21.0.207,,dofollow,one strong toxic signal | no organic traffic/kw (auth=6),
jogger.net,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,North Georgia Replacement Windows - Official Site,https://home-window-repair.jogger.net/home-window-repair-near-me-clermont-ga-30527.html,dofollow,,,,yes,0.0,0,0,0,0,,2,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
johnnybroccolii.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,North Georgia Replacement Windows,https://www.johnnybroccolii.com/6-reasons-to-upgrade-your-windows/,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,54.36.152.144,fr,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
khalifahallah.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,L,http://khalifahallah.com/bow-windows/0/bay-windows-and-bow-from-woodstock-north-devon-modern-build,dofollow,,,,yes,0.0,0,0,0,0,,11,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
kinge.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://kinge.us/outside-bahama-shutters/,dofollow,,,,yes,0.0,0,0,0,0,,4,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
kizi2.club,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://kizi2.club/porch-enclosure-systems.html,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
laguku.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,View large : Bedroom egress code requirements furniture high resolution,http://laguku.us/20171024124326_diy-sunroom-addition/,dofollow,,,,yes,0.0,0,0,0,0,,2,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
lawyerinjeddah.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,http://lawyerinjeddah.com/all/947/16.html,dofollow,8,8,0,yes,0.0,2,2,0,0,,8,172.67.201.48,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
libyanatravel.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,http://libyanatravel.com/all/946/22.html,dofollow,9,9,0,yes,0.0,2,2,0,0,,9,104.21.70.241,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
lifequalia.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,North Georgia Replacement Windows,https://lifequalia.com/natural-home/default.htm,dofollow,,,,yes,0.0,0,0,0,0,,1,64.90.49.138,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
liveonline24.us,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://liveonline24.us/bow-window-roof.html,dofollow,,,,yes,0.0,0,0,0,0,,3,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
locabee.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,"Offre actuelle Window installation service in Alpharetta, Georgia https://www.ngwindows.com/",https://fr.locabee.com/alpharetta/artisans/ng%20windows-2031838,nofollow,3,0,3,yes,0.0,10,10,0,0,,3,188.40.17.96,de,farm IP,one strong toxic signal | link-network IP 188.40.17.96 (+4 siblings),
location.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,Website,https://location.com/categories/contractors/us/ga/alpharetta/ng-windows-1582169293,dofollow,4,4,0,yes,0.0,6,6,0,0,,4,162.159.140.113,us,dofollow,one strong toxic signal | no organic traffic/kw (auth=6),
losangelesworkerscompensationlawyers.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,North Georgia Replacement …,http://losangelesworkerscompensationlawyers.com/replacement-windows-contractors/,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
loseingweight.xyz,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,"oav4k↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://loseingweight.xyz/xscrizgkvystx,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,172.67.134.246,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
lpraudit.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,Open Website,https://reports.lpraudit.com/georgia/atlanta/window-installation/,dofollow,1,1,0,yes,0.0,6,6,0,0,,1,3.162.112.94,us,dofollow,one strong toxic signal | no organic traffic/kw (auth=6),
lydiaroyrealestate.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,Visit Site SEO northgeorgiawindows.net Premium backlinks,http://lydiaroyrealestate.com/all/973/16.html,dofollow,12,12,0,yes,0.0,2,2,0,0,,12,104.21.35.146,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",MEDIUM on “dead” signal only + business-like name — verify it is not a real small/local site
maktraka.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,branded/URL,Window Replacement In Atlanta | North Georgia Replacement Windows,http://maktraka.com/mainpage/detail/security-door-handle-replacement,dofollow,,,,yes,0.0,0,0,0,0,,1,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
mandelaeffects.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,commercial/keyword,Window Replacement Company Atlanta,http://mandelaeffects.com/grammer/badwolf/,nofollow,,,,yes,0.0,0,0,0,0,,4,,,money/spam anchor,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
marcmphotography.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,other/generic,.,http://www.marcmphotography.com/exterior-shutters-atlanta-georgia/,dofollow,,,,yes,0.0,0,0,0,0,,4,,,dofollow,"one strong toxic signal | dead (auth=0,0 traffic,0 kw)",
marinasone.com,DISAVOW,P2 – Recommended (disavow),MEDIUM,Single-signal low-quality,Low-quality / dead domain,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service qualitypluswindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Onlin,https://marinasone.com/all/2373/20.html,dofollow,2,2,0,yes,0.0,2,2,0,0,,2,172.67.185.196,,dofollow,"one strong toxic signal | dead (auth=2,0 traffic,0 kw)",
