Referring Domain,Old Flag,Verdict,Backlinks (stated),Links Pulled,Follow,Nofollow,Unique Anchors,Top Anchor,Anchor Profile,Target Profile,Redirect Hosts,Affiliate Account IDs,Programme Banner IDs,Sponsor Path,Filler Anchors,Dead/Unreachable,Median Outlinks,Reason
linkscrawl.com,No Link-Level Sample - Unverified,DISAVOW,1,1,0,1,1,performancelab.com,bare-domain=1,homepage=1,,,,,0,0,1000,"Bare-domain anchors on pages carrying ~1000 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
list.show,Hosting Cluster - Verify Ownership,DISAVOW,1,1,0,1,1,performancelab.com,bare-domain=1,homepage=1,,,,,0,0,1000,"Bare-domain anchors on pages carrying ~1000 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
lockinfuel.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,18,18,18,0,5,magnesium glycinate,descriptive=13;branded=5,product=18,,fry867kyffnhm,a2ad38c1,,0,0,5,Target URLs carry affiliate account fry867kyffnhm — a tracked partner in the client's own programme.
losmejoressuplementos.es,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,5,5,5,0,1,Comprar ahora,descriptive=5,product=3;other=2,,54aab6ff77992,a2ad38c1,,0,0,7,Target URLs carry affiliate account 54aab6ff77992 — a tracked partner in the client's own programme; that account operates 2 of these domains.
luftsi.info,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,3,3,0,3,3,Click For Best Price,branded=2;commercial-cta=1,product=3,,,,,0,0,50,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
lunoo.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,9,3,3,0,1,Visit,commercial-cta=3,homepage=3,,,,,3,3,11,"No single footprint dominates: anchors {'commercial-cta': 3}, targets {'homepage': 3}, 3 follow / 0 nofollow."
madmouseblog.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,17,17,17,0,9,read more,descriptive=14;commercial-cta=3,homepage=14;product=3,nutropic.com,68990cbe508aa,a2ad38c1,,14,0,4,"Affiliate account 68990cbe508aa operates 43 of these domains, and this one is 14/17 filler anchors on follow links from a free blog platform. An affiliate ID says who built the link, not that it is safe to keep: follow affiliate links are a link-scheme exposure whoever placed them. This is a programme-compliance decision (require nofollow) rather than a spam call."
manufacturerusa.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,5,5,5,0,1,"Performance Labs, Inc.",branded=5,homepage=5,performancelabs.com,,,,0,0,15,"No single footprint dominates: anchors {'branded': 5}, targets {'homepage': 5}, 5 follow / 0 nofollow."
medtep.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,2,2,2,0,2,CLICK to view PERFORMANCE LAB MIND price and latest offers,branded=2,product=2,slimmingandco.com,,,,0,0,9,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
meghanbell.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,18,18,18,0,1,involved in,descriptive=18,article=18,,,,,0,1,214,"No single footprint dominates: anchors {'descriptive': 18}, targets {'article': 18}, 18 follow / 0 nofollow."
metabengsci.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,8,8,8,0,2,[74],descriptive=4;branded=4,article=8,,,,,0,0,264,"No single footprint dominates: anchors {'descriptive': 4, 'branded': 4}, targets {'article': 8}, 8 follow / 0 nofollow."
metamagic.top,Hosting Cluster - Verify Ownership,DISAVOW,3,2,0,2,2,nutropic.com,bare-domain=2,product=1;article=1,nutropic.com;testolabpro.com,,,,0,0,3500,"Bare-domain anchors on pages carrying ~3500 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
modernatucasa.com,No Link-Level Sample - Unverified,DISAVOW,3,3,0,3,1,TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,vendor-advert=3,article=3,,,,,0,0,3001,Anchor text advertises a link-selling or hacked-site service (3/3 links). The page exists to sell links; this one is the sample.
moduspax.website,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,3,3,3,0,3,Taster box – 4 bars (£8.99),descriptive=2;branded=1,product=3,nutropic.com,,,,0,0,72,"Verbatim clone of a UK publisher commerce table, replicated across 15 throwaway domains (goodfood fingerprint)."
mohini.pw,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,1,1,0,1,1,performancelab.com,bare-domain=1,homepage=1,,,,,0,0,1000,"Bare-domain anchors on pages carrying ~1000 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
morerss.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,8,8,8,0,2,Performance Lab,branded=4;bare-domain=4,homepage=8,,,,,0,0,110,"No single footprint dominates: anchors {'branded': 4, 'bare-domain': 4}, targets {'homepage': 8}, 8 follow / 0 nofollow."
moscowtimes.top,"Spam-Associated TLD, Near-Zero Authority",REVIEW_MANUALLY,1,1,1,0,1,👉🏼 acc6.top 👈🏼 получить Lovoo учетную запись,descriptive=1,other=1,,,,,0,0,22,"No single footprint dominates: anchors {'descriptive': 1}, targets {'other': 1}, 1 follow / 0 nofollow."
multiranks.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,1,1,1,0,1,performancelab,branded=1,homepage=1,,,,,0,0,3134,"No single footprint dominates: anchors {'branded': 1}, targets {'homepage': 1}, 1 follow / 0 nofollow."
musicareview.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,21,21,0,21,1,Buy Now!,commercial-cta=21,homepage=21,drect.net,,,,0,21,22,"All 21 links are nofollow, so no equity passes; sequence as hygiene, not repair."
musweb.org,No Link-Level Sample - Unverified,DISAVOW,10,10,10,0,4,nutropic.com,bare-domain=10,homepage=4;product=3;article=3,dtcx.com;nutropic.com;testolabpro.com,,,,0,0,10159,"Bare-domain anchors on pages carrying ~10159 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
muzcle.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,2,2,0,2,2,3,descriptive=1;raw-url=1,article=2,,,,,0,0,43,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
mybodyweightexercises.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,2,2,2,0,2,Creatine - Benefits and Dosage Creatine - Benefits and Dosage,descriptive=2,article=2,,,,,0,0,16,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
myfastingbuddy.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,3,1,1,0,1,50 calories,descriptive=1,article=1,,,,,0,1,6,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
mylandingpages.co,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,78,78,76,2,76,up to 1500 mg daily,descriptive=75;branded=3,article=78,,,,,0,0,38,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
mylymphomachannel.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,6,6,6,0,2,Performance Lab NutriGenesis Multi is the best multivitamin for women,branded=6,product=6,,6684caaa511ce,7c920757;7e3178f7,,0,0,7,Target URLs carry affiliate account 6684caaa511ce — a tracked partner in the client's own programme.
namepromo.online,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,2,2,0,2,2,"UK Approved(Esquire,Red,HB,GH,Country Living,Prima) Nutrigenesis Multi for Women (4 month supply)",branded=2,product=2,,,,,0,0,33,"Verbatim clone of a UK publisher commerce table, replicated across 8 throwaway domains (nailsupps fingerprint)."
narcolepsylifeacademy.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,26,26,26,0,14,Learn more,descriptive=13;branded=13,product=26,,,,,13,0,78,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
naxttiihealth.com,High Link Volume from Near-Zero Authority Domain,KEEP_AFFILIATE_RETAIN,74,107,105,2,58,Phytodroitin,descriptive=103;branded=4,article=107,,,,,0,0,40,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
newbigblog.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,17,17,17,0,12,here,descriptive=13;branded=2;commercial-cta=2,homepage=13;product=4,nutropic.com,68990cbe508aa,a2ad38c1,,8,0,4,Target URLs carry affiliate account 68990cbe508aa — a tracked partner in the client's own programme; that account operates 43 of these domains.
newdirect.net,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,13,23,23,0,1,,empty=23,product=23,,5f4ec409c99f6,4755cafd;dba13121,,0,0,0,Target URLs carry affiliate account 5f4ec409c99f6 — a tracked partner in the client's own programme; that account operates 4 of these domains.
newsbloger.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,18,18,18,0,10,check here,descriptive=12;commercial-cta=4;branded=2,homepage=14;product=4,nutropic.com,68990cbe508aa,a2ad38c1,,11,0,4,"Affiliate account 68990cbe508aa operates 43 of these domains, and this one is 11/18 filler anchors on follow links from a free blog platform. An affiliate ID says who built the link, not that it is safe to keep: follow affiliate links are a link-scheme exposure whoever placed them. This is a programme-compliance decision (require nofollow) rather than a spam call."
newsblogsports.site,"Spam-Associated TLD, Near-Zero Authority",KEEP_AFFILIATE_RETAIN,12,12,12,0,1,Best Pinterest Tool SiteToSocial.com to Grow Your Website Traffic Fully Automated,descriptive=12,homepage=11;article=1,testolabpro.com,,,,0,0,3004,Links route through the client's own brand estate (testolabpro.com).
nhdtlogs.com,No Link-Level Sample - Unverified,DISAVOW,18,18,0,18,1,TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,vendor-advert=18,article=18,,,,,0,0,21148,Anchor text advertises a link-selling or hacked-site service (18/18 links). The page exists to sell links; this one is the sample.
no1gevity.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,11,11,11,0,6,Visit brand site →,commercial-cta=6;descriptive=5,product=8;homepage=3,,,,,0,0,16,"No single footprint dominates: anchors {'commercial-cta': 6, 'descriptive': 5}, targets {'product': 8, 'homepage': 3}, 11 follow / 0 nofollow."
nootrimens.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,41,41,39,2,29,aquí,descriptive=30;branded=9;empty=2,product=41,,5c9d021a7c056,a2ad38c1,,0,0,22,Target URLs carry affiliate account 5c9d021a7c056 — a tracked partner in the client's own programme.
nootropicblend.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,15,15,2,13,13,Click For Best Price,branded=8;commercial-cta=3;descriptive=2;empty=1;raw-url=1,product=9;homepage=6,,5d417340e910d,1096;a2ad38c1,,0,0,11,Target URLs carry affiliate account 5d417340e910d — a tracked partner in the client's own programme.
nootropicos.life,"Spam-Associated TLD, Near-Zero Authority",REVIEW_MANUALLY,9,9,9,0,6,Performance Lab Mind,branded=6;descriptive=3,product=8;homepage=1,,,,,0,0,10,"No single footprint dominates: anchors {'branded': 6, 'descriptive': 3}, targets {'product': 8, 'homepage': 1}, 9 follow / 0 nofollow."
olimposs.com,No Link-Level Sample - Unverified,DISAVOW,3,3,0,3,1,🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,vendor-advert=3,article=3,,,,,0,0,3006,Anchor text advertises a link-selling or hacked-site service (3/3 links). The page exists to sell links; this one is the sample.
onlinehealthstore.org,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,2,2,2,0,1,,empty=2,product=2,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 2}, targets {'product': 2}, 2 follow / 0 nofollow."
onlyboosts.social,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,6,6,6,0,5,https://www.performancelab.com/breedlove,raw-url=6,other=6,,,,/breedlove,0,0,37,"All 6 links point at /breedlove — a bespoke sponsor/partner landing page, not a commercial product path. Same footprint the audit already accepted for whatismoneypodcast.com."
optimizeflow.top,Hosting Cluster - Verify Ownership,DISAVOW,4,1,0,1,1,nutropic.com,bare-domain=1,product=1,nutropic.com,,,,0,0,3500,"Bare-domain anchors on pages carrying ~3500 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
organicavenue.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,2,2,2,0,1,,empty=2,homepage=2,,515846a2a5b0b,a2ad38c1,,0,0,0,Target URLs carry affiliate account 515846a2a5b0b — a tracked partner in the client's own programme.
packages.pw,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,1,1,0,1,1,performancelab.com,bare-domain=1,homepage=1,,,,,0,0,1000,"Bare-domain anchors on pages carrying ~1000 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
pages10.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,19,19,19,0,11,click here,descriptive=10;commercial-cta=7;branded=1;empty=1,homepage=14;product=5,nutropic.com,68990cbe508aa,a2ad38c1,,10,0,2,"Affiliate account 68990cbe508aa operates 43 of these domains, and this one is 10/19 filler anchors on follow links from a free blog platform. An affiliate ID says who built the link, not that it is safe to keep: follow affiliate links are a link-scheme exposure whoever placed them. This is a programme-compliance decision (require nofollow) rather than a spam call."
pattern-aegis.live,No Link-Level Sample - Unverified,DISAVOW,4,4,4,0,2,Performance Lab (£19),branded=2;descriptive=2,product=4,,,,,0,0,73,"Verbatim clone of a UK publisher commerce table, replicated across 15 throwaway domains (goodfood fingerprint)."
peaknootropics.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,1,1,1,0,1,,empty=1,product=1,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 1}, targets {'product': 1}, 1 follow / 0 nofollow."
pennywisestudent.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,5,5,5,0,3,comprehensive prebiotic supplement,descriptive=5,product=5,,,,,0,2,5,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
popup-blog.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,18,18,18,0,12,more info,descriptive=12;commercial-cta=5;branded=1,homepage=14;product=4,nutropic.com,68990cbe508aa,a2ad38c1,,12,0,4,"Affiliate account 68990cbe508aa operates 43 of these domains, and this one is 12/18 filler anchors on follow links from a free blog platform. An affiliate ID says who built the link, not that it is safe to keep: follow affiliate links are a link-scheme exposure whoever placed them. This is a programme-compliance decision (require nofollow) rather than a spam call."
praxisdrmedpschierer-vilsbiburg.de,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,1,1,1,0,1,Montmorency-Sauerkirschen haben mehr Melatonin,descriptive=1,article=1,,,,,0,0,3,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
premworld.online,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,6,6,0,6,3,"UK Approved(Esquire,Red,HB,GH,Country Living,Prima) Nutrigenesis Multi for Women (4 month supply)",branded=6,product=6,,,,,0,0,34,"Verbatim clone of a UK publisher commerce table, replicated across 8 throwaway domains (nailsupps fingerprint)."
prismcrafts.xyz,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,3,3,3,0,3,Taster box – 4 bars (£8.99),descriptive=2;branded=1,product=3,nutropic.com,,,,0,0,72,"Verbatim clone of a UK publisher commerce table, replicated across 15 throwaway domains (goodfood fingerprint)."
pro-one-trans.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,1,1,1,0,1,Best juice for immune system new arrivals,descriptive=1,other=1,,,,,0,0,6,"No single footprint dominates: anchors {'descriptive': 1}, targets {'other': 1}, 1 follow / 0 nofollow."
producthubspot.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,4,4,0,4,4,Check Price,branded=3;commercial-cta=1,product=4,breakingmuscle.com,,,,0,0,115,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
promptmetrics.xyz,"Spam-Associated TLD, Near-Zero Authority",REVIEW_MANUALLY,1,1,0,1,1,performancelab.com,bare-domain=1,homepage=1,,,,,0,0,32,"All 1 links are nofollow, so no equity passes; sequence as hygiene, not repair."
pspfrench.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,1,1,1,0,1,PRO Performance Sleep,descriptive=1,other=1,,,,,0,0,18,"No single footprint dominates: anchors {'descriptive': 1}, targets {'other': 1}, 1 follow / 0 nofollow."
pudhe.com,No Link-Level Sample - Unverified,DISAVOW,10,14,14,0,4,nutropic.com,bare-domain=14,product=6;homepage=5;article=3,dtcx.com;nutropic.com;testolabpro.com,,,,0,0,10159,"Bare-domain anchors on pages carrying ~10159 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
pullulan.net,No Link-Level Sample - Unverified,REVIEW_MANUALLY,4,2,2,0,1,,empty=2,product=2,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 2}, targets {'product': 2}, 2 follow / 0 nofollow."
pureminerals.uk,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,3,3,3,0,3,MSM provides proactive support,descriptive=3,article=3,,,,,0,0,5,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
quero.party,Hosting Cluster - Verify Ownership,DISAVOW,6,3,0,3,3,performancelab.com,bare-domain=3,homepage=2;article=1,dtcx.com;testolabpro.com,,,,0,0,3500,"Bare-domain anchors on pages carrying ~3500 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
radianthealthbliss.com,"Newly-Seen Domain, Aggressive Link Velocity",KEEP_AFFILIATE_RETAIN,43,8,8,0,7,Magnesium,descriptive=8,homepage=8,,ckdvllqmzhg1i,a2ad38c1,,0,0,26,Target URLs carry affiliate account ckdvllqmzhg1i — a tracked partner in the client's own programme.
read.org.in,Hosting Cluster - Verify Ownership,DISAVOW,13,23,23,0,4,nutropic.com,bare-domain=23,homepage=11;product=9;article=3,dtcx.com;nutropic.com;testolabpro.com,,,,0,0,10159,"Bare-domain anchors on pages carrying ~10159 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
ready.pro,No Link-Level Sample - Unverified,DISAVOW,10,12,0,12,4,nutropic.com,bare-domain=12,homepage=5;product=4;article=3,dtcx.com;nutropic.com;testolabpro.com,,,,0,0,3500,"Bare-domain anchors on pages carrying ~3500 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
reneebovet.co,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,14,14,14,0,8,,empty=7;descriptive=7,product=14,,6244b1a0655e9,a2ad38c1,,0,0,34,Target URLs carry affiliate account 6244b1a0655e9 — a tracked partner in the client's own programme.
researchedsupplements.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,3,3,1,2,3,Click here to view special pricing for Performance Lab SPORT Fat Burner,branded=2;commercial-cta=1,other=3,,,,,0,0,12,"No single footprint dominates: anchors {'branded': 2, 'commercial-cta': 1}, targets {'other': 3}, 1 follow / 2 nofollow."
revaliew.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,4,2,0,2,1,Visit Website,commercial-cta=2,article=2,testolabpro.com,,,,2,0,9,Links route through the client's own brand estate (testolabpro.com).
rics-foundation.org,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,13,13,13,0,9,Zinc,descriptive=13,article=13,,,,,0,0,5,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
rugbynewsbeast.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,5,5,5,0,5,nt,descriptive=5,other=5,,,,,0,0,1501,"No single footprint dominates: anchors {'descriptive': 5}, targets {'other': 5}, 5 follow / 0 nofollow."
scentses4d.wordpress.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,10,13,5,8,2,https://www.performancelab.com/blogs/multi/how-long-do-vitamins-stay-in-your-system,raw-url=12;branded=1,article=12;product=1,,5c5c7de62fe75,,,0,0,596,Target URLs carry affiliate account 5c5c7de62fe75 — a tracked partner in the client's own programme.
scienceonestop.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,3,3,3,0,1,,empty=3,product=3,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 3}, targets {'product': 3}, 3 follow / 0 nofollow."
screenshots.wiki,Hosting Cluster - Verify Ownership,DISAVOW,4,4,0,4,2,nutropic.com,bare-domain=4,product=2;homepage=2,nutropic.com,,,,0,0,3500,"Bare-domain anchors on pages carrying ~3500 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
scrollstash.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,2,2,2,0,2,P performancelab.com 100 % match,branded=2,homepage=2,,,,,0,0,18,"No single footprint dominates: anchors {'branded': 2}, targets {'homepage': 2}, 2 follow / 0 nofollow."
seol.store,No Link-Level Sample - Unverified,DISAVOW,6,2,0,2,2,dtcx.com,bare-domain=2,homepage=2,dtcx.com,,,,0,0,1973,"Bare-domain anchors on pages carrying ~1973 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
seomuda.id,No Link-Level Sample - Unverified,DISAVOW,2,2,0,2,1,OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,vendor-advert=2,article=1;homepage=1,testolabpro.com,,,,0,0,530,Anchor text advertises a link-selling or hacked-site service (2/2 links). The page exists to sell links; this one is the sample.
septicsol.net,No Link-Level Sample - Unverified,DISAVOW,8,8,0,8,1,🍪 TELEGRAM @SALESOVEN | ACCESS TO HACKED SITES FOR SEO | HTTPS://T.ME/SALESOVEN 🔥,vendor-advert=8,article=8,,,,,0,0,3004,Anchor text advertises a link-selling or hacked-site service (8/8 links). The page exists to sell links; this one is the sample.
seriouslifemagazine.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,3,2,2,0,1,,empty=2,product=2,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 2}, targets {'product': 2}, 2 follow / 0 nofollow."
shopiscout.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,9,9,9,0,9,Magnesium Magnesium Performance Lab®,branded=7;descriptive=1;bare-domain=1,product=8;homepage=1,,,,,0,0,14,"No single footprint dominates: anchors {'branded': 7, 'descriptive': 1, 'bare-domain': 1}, targets {'product': 8, 'homepage': 1}, 9 follow / 0 nofollow."
shortenurls.eu,Hosting Cluster - Verify Ownership,DISAVOW,3,3,0,3,3,nutropic.com,bare-domain=3,product=1;article=1;homepage=1,nutropic.com;testolabpro.com,,,,0,0,3500,"Bare-domain anchors on pages carrying ~3500 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
sk-its.ru,No Link-Level Sample - Unverified,REVIEW_MANUALLY,3,3,3,0,3,upjkh,descriptive=3,other=3,,,,,0,0,10,"No single footprint dominates: anchors {'descriptive': 3}, targets {'other': 3}, 3 follow / 0 nofollow."
skinnyyoked.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,14,14,2,12,13,Performance Lab,descriptive=8;branded=6,product=10;homepage=3;article=1,,,,,0,0,22,"No single footprint dominates: anchors {'descriptive': 8, 'branded': 6}, targets {'product': 10, 'homepage': 3}, 2 follow / 12 nofollow."
skipthefish.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,5,5,5,0,2,,empty=4;branded=1,product=4;other=1,,5f1e14c2db517,a2ad38c1,,0,0,0,Target URLs carry affiliate account 5f1e14c2db517 — a tracked partner in the client's own programme; that account operates 3 of these domains.
skylinkseo.site,"Spam-Associated TLD, Near-Zero Authority",DISAVOW,4,4,0,4,3,nutropic.com,bare-domain=4,product=2;homepage=1;article=1,nutropic.com;testolabpro.com,,,,0,0,2503,"Bare-domain anchors on pages carrying ~2503 outbound links — a domain-stats/shortener scraper reproducing a directory, not a citation."
slimmingandco.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,4,4,4,0,1,,empty=4,product=4,,542004f70c101,dba13121,,0,0,0,Target URLs carry affiliate account 542004f70c101 — a tracked partner in the client's own programme; that account operates 3 of these domains.
slimmingandyou.com,Hosting Cluster - Verify Ownership,KEEP_AFFILIATE_RETAIN,6,5,5,0,1,,empty=5,homepage=3;product=2,,542004f70c101,dba13121,,0,0,0,Target URLs carry affiliate account 542004f70c101 — a tracked partner in the client's own programme; that account operates 3 of these domains.
slipshq.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,2,2,0,2,1,Performance Lab,branded=2,article=2,,,,,0,0,23,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
smartparentresources.org,No Link-Level Sample - Unverified,DISAVOW,3,3,0,3,2,TG @LINKS_DEALER | EFFECTIVE SEO LINKS FOR WWW.PERFORMANCELAB.COM,vendor-advert=3,article=3,,,,,0,0,3005,Anchor text advertises a link-selling or hacked-site service (3/3 links). The page exists to sell links; this one is the sample.
smgf.org,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,1,1,1,0,1,,empty=1,homepage=1,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 1}, targets {'homepage': 1}, 1 follow / 0 nofollow."
snack-blog.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,18,18,18,0,8,here,descriptive=15;commercial-cta=3,homepage=14;product=4,nutropic.com,68990cbe508aa,a2ad38c1,,13,0,4,"Affiliate account 68990cbe508aa operates 43 of these domains, and this one is 13/18 filler anchors on follow links from a free blog platform. An affiliate ID says who built the link, not that it is safe to keep: follow affiliate links are a link-scheme exposure whoever placed them. This is a programme-compliance decision (require nofollow) rather than a spam call."
soma-analytics.com,Hosting Cluster - Verify Ownership,REVIEW_MANUALLY,3,3,3,0,1,,empty=3,product=3,,,,,0,0,0,"No single footprint dominates: anchors {'empty': 3}, targets {'product': 3}, 3 follow / 0 nofollow."
southfwb.com,No Link-Level Sample - Unverified,DISAVOW,2,2,2,0,1,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service dtcx.com Rank First Page Google Fast SEO Link Bu,vendor-advert=2,homepage=2,dtcx.com,,,,0,0,3000,Anchor text advertises a link-selling or hacked-site service (2/2 links). The page exists to sell links; this one is the sample.
spintheblog.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,17,17,17,0,10,click here,descriptive=12;commercial-cta=5,homepage=13;product=4,nutropic.com,68990cbe508aa,a2ad38c1,,12,0,4,"Affiliate account 68990cbe508aa operates 43 of these domains, and this one is 12/17 filler anchors on follow links from a free blog platform. An affiliate ID says who built the link, not that it is safe to keep: follow affiliate links are a link-scheme exposure whoever placed them. This is a programme-compliance decision (require nofollow) rather than a spam call."
spotmebro.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,25,25,25,0,21,Buy now,branded=14;commercial-cta=6;bare-domain=2;empty=2;descriptive=1,other=15;article=10,testolabpro.com,54aab6ff77992,a2ad38c1,,0,0,29,Target URLs carry affiliate account 54aab6ff77992 — a tracked partner in the client's own programme; that account operates 2 of these domains.
sproutnews.com,No Link-Level Sample - Unverified,KEEP_AFFILIATE_RETAIN,11,11,11,0,3,Performance Lab Sleep​,branded=7;descriptive=4,product=11,pr.report,,,,0,0,9,"Descriptive or branded anchors pointing at deep articles and product pages, on a page with a normal outbound-link count — editorial citation shape."
ssnblog.com,No Link-Level Sample - Unverified,REVIEW_MANUALLY,16,16,16,0,12,website,descriptive=11;commercial-cta=3;branded=2,homepage=11;product=5,nutropic.com,68990cbe508aa,a2ad38c1,,9,0,4,"Affiliate account 68990cbe508aa operates 43 of these domains, and this one is 9/16 filler anchors on follow links from a free blog platform. An affiliate ID says who built the link, not that it is safe to keep: follow affiliate links are a link-scheme exposure whoever placed them. This is a programme-compliance decision (require nofollow) rather than a spam call."
