domain,decision,priority,strict_verdict,why,follow,aclass,example_anchor,backlink_url,authority,dr,ascore,traffic,positions,is_spam,links,ip,country,tier_reason,link_checked
hebagh.cv,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,performingwindows.com,http://www.hebagh.cv/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,17,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
homefinance.co.in,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,northgeorgiawindows.net,http://homefinance.co.in/page-fc8181c42a7be57a0aa536bdfa3b8a8d.html,2,0.0,2,0,0,,34,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
hotonlinegaming.com,DISAVOW,P1 – Core (disavow),confirmed,Gambling / casino spam,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://hotonlinegaming.com/all/2066/26.html,3,0.0,3,0,0,,8,172.67.129.112,,footprint; paid/spam anchor,yes
huldra.pages.dev,DISAVOW,P1 – Core (disavow),confirmed,Throwaway free-host page,nofollow,commercial,qualitypluswindows.com,https://huldra.pages.dev/02/sUdkiUWSvH,2,0.0,2,0,0,,6,172.66.44.118,,footprint; exact-match commercial anchor,yes
hwnerds.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://hwnerds.com/dark-side-links-dark-white-hat-link-building-1250/,6,0.0,6,0,0,,1,107.180.51.31,us,paid/spam anchor,yes
hwousfvg.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,3,172.67.179.169,,footprint; is_spam,no (beyond sample)
ib6.info,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Get free high quality HD wallpapers printable psychrometric chart metric,http://modern-wallpaper-ideas.ib6.info/files/images/printable-psychrometric-chart-metric.html,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
increasewebtrafficwithlinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://increasewebtrafficwithlinks.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
indexaward.com,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,northpointwindows.com,https://indexaward.com/0735674f420eb4305092bacc860401a2-l/,2,0.0,2,0,0,,42,118.139.176.46,sg,footprint; farm-IP; exact-match commercial anchor,yes
indians.cc,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,performingwindows.com,https://indians.cc/page-18c6f7b2b74807a8ca4d96aec043dde8.html,3,0.0,3,0,0,,55,118.139.181.255,sg,footprint; farm-IP; exact-match commercial anchor,yes
ineed2pee.com,DISAVOW,P1 – Core (disavow),confirmed,Adult spam,nofollow,commercial,http://ngwindows.com/blog/top-3-trends-in-todays-sunroom-additions/,http://www.ineed2pee.com/blog/?p=36,10,0.0,10,0,0,,1,216.201.82.231,us,footprint; exact-match commercial anchor,yes
innocyscx.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,qualitypluswindows.com,https://innocyscx.blogspot.com/&eid=1&p=216-2-71016b553a1fa2c9.3b14d1d7ea8d5f86,2,0.0,2,0,0,,36,172.253.63.132,us,footprint; exact-match commercial anchor,yes
insurancesolutionforyouesv.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,performingwindows.com,https://insurancesolutionforyouesv.blogspot.com/,2,0.0,2,0,0,,8,172.253.122.132,us,footprint; exact-match commercial anchor,yes
intconference.org,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://seh.intconference.org/category/bez-rubriki/page/19/,5,0.0,5,0,0,,2,184.168.107.83,sg,footprint; paid/spam anchor,yes
interiorfrenchdoorsederuma.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Pictures of Interior French Doors Replacement Grids,http://interiorfrenchdoorsederuma.blogspot.com/2016/11/interior-french-doors-replacement-grids.html,2,0.0,2,0,0,,1,142.251.163.132,us,footprint; exact-match commercial anchor,yes
itsyourgold.com,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,ngwindows.com,https://www.itsyourgold.com/page/168196/,0.0,0.0,0,0,0,TRUE,2,184.168.115.60,,footprint; is_spam; farm-IP; exact-match commercial anchor,yes
izzbpkzo.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"38LVL↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://izzbpkzo.xyz/emcpxusnimahj,0.0,0.0,0,0,0,TRUE,4,172.67.162.88,,footprint; is_spam; paid/spam anchor,yes
jake.eu,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermatrustwindows.com,https://sites.jake.eu/share/37669,6,0.0,6,0,0,,14,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
jattihep.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"I4hik↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://jattihep.xyz/bhkxgagdokhvh,0.0,0.0,0,0,0,TRUE,2,172.67.163.79,,footprint; is_spam; paid/spam anchor,yes
jdbfiqxv.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"t5Xfa↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://jdbfiqxv.xyz/ysectlohgdssw,0.0,0.0,0,0,0,TRUE,3,172.67.161.117,,footprint; is_spam; paid/spam anchor,yes
jeuxodefriv.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Window Replacement in Atlanta – Sample Psychrometric Chart,http://jeuxodefriv.com/sample-psychrometric-chart/,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
jtdzcpmo.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"r68Ks↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://jtdzcpmo.xyz/cswlsoqjyxuyr,0.0,0.0,0,0,0,TRUE,1,172.67.217.128,,footprint; is_spam; paid/spam anchor,yes
jxwikfum.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"GkZDw↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://uuj.jxwikfum.xyz/KJG990b198976/,0.0,0.0,0,0,0,TRUE,2,104.21.47.108,,footprint; is_spam; paid/spam anchor,yes
kbgkeiip.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"ZnqjJ↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://kbgkeiip.xyz/zxlO57c199131/,0.0,0.0,0,0,0,TRUE,5,172.67.161.115,,footprint; is_spam; paid/spam anchor,yes
keirseybooks.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://keirseybooks.com/bez-rubriki/dark-side-links-dark-white-hat-link-building-1250/,6,0.0,6,0,0,,1,107.180.3.106,us,paid/spam anchor,yes
knotknastylimddsd.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,ngwindows.com,https://knotknastylimddsd.blogspot.com/,2,0.0,2,0,0,,1,142.251.16.132,us,footprint; exact-match commercial anchor,yes
kpbcgzzk.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,3,104.21.96.1,,footprint; is_spam,no (beyond sample)
lawyerinjeddah.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,http://lawyerinjeddah.com/all/947/16.html,2,0.0,2,0,0,,8,172.67.201.48,,paid/spam anchor,yes
lgrpgnok.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,6,104.21.93.228,,footprint; is_spam,no (beyond sample)
libyanatravel.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,http://libyanatravel.com/all/946/22.html,2,0.0,2,0,0,,9,104.21.70.241,,paid/spam anchor,yes
linjoury.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://linjoury.com/dark-side-links-dark-white-hat-link-building-1250/,5,0.0,5,0,0,,1,104.21.32.96,,paid/spam anchor,yes
linkgrowthauthority.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,"Everything ngwindows.com needs: guest posts, backlinks, on-page and local SEO, web development, SaaS tools and workflow automation tools — durable DR/DA/TF gains with editorial sta",https://linkgrowthauthority.shop/2b1c25534-zero-rankings-to-page1-medical-120-day-strategy-only-web-development-advanced-growth-framework-tools-tactics-and-insights-for-competitive-serp-results/,0.0,0.0,0,0,0,TRUE,2,172.67.146.146,,footprint; is_spam; paid/spam anchor,yes
linkseoprovider.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,"Grow ngwindows.com with guest posts, backlinks, on-page and local SEO, web development, SaaS tools and workflow automation tools — stronger DR, DA and TF for any industry. We stren",https://linkseoprovider.shop/7591bba9b-crowd-links-vs-link-insertions-healthcare-cost-speed-quality-ranking-outcomes-measurable-results-blueprint-tools-tactics-and-insights-for-scalable-seo-performance/,0.0,0.0,0,0,0,TRUE,2,104.21.75.213,,footprint; is_spam; paid/spam anchor,yes
linksnatcher.art,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,performingwindows.com,http://www.linksnatcher.art/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,23,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
linksnatcher.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,performingwindows.com,https://linksnatcher.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,59,118.139.181.255,sg,footprint; farm-IP; exact-match commercial anchor,yes
locabee.ch,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,commercial,"Offre actuelle Window installation service in Alpharetta, Georgia https://www.ngwindows.com/",https://fr.locabee.ch/alpharetta/artisans/ng%20windows-2031838,2,0.0,2,0,0,,3,188.40.17.96,de,footprint; farm-IP; exact-match commercial anchor,yes
locabee.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,"Offre actuelle Window installation service in Alpharetta, Georgia https://www.ngwindows.com/",https://fr.locabee.com/alpharetta/artisans/ng%20windows-2031838,10,0.0,10,0,0,,3,188.40.17.96,de,farm-IP; exact-match commercial anchor,yes
locabee.gr,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,commercial,https://www.ngwindows.com/,https://locabee.gr/alpharetta/craftsman/ng%20windows-2031838,2,0.0,2,0,0,,1,188.40.17.96,de,footprint; farm-IP; exact-match commercial anchor,yes
localshutters.net,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,commercial,https://ngwindows.com/?utm_source=GMBlisting&utm_medium=organic,https://localshutters.net/Georgia/North-Georgia-Replacement-Windows-97485713056/,2,0.0,2,0,0,TRUE,4,172.67.135.113,,footprint; is_spam; exact-match commercial anchor,yes
loseingweight.xyz,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,"oav4k↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://loseingweight.xyz/xscrizgkvystx,2,0.0,2,0,0,,1,172.67.134.246,,paid/spam anchor,yes
lvmrfker.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"X4yU4↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://zxnnl.lvmrfker.xyz/1aipfbjxsoqo8,0.0,0.0,0,0,0,TRUE,3,104.21.45.205,,footprint; is_spam; paid/spam anchor,yes
lydiaroyrealestate.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Visit Site SEO northgeorgiawindows.net Premium backlinks,http://lydiaroyrealestate.com/all/973/16.html,2,0.0,2,0,0,,12,104.21.35.146,,paid/spam anchor,yes
m98ufa.com,DISAVOW,P1 – Core (disavow),confirmed,Gambling / casino spam,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service performingwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://m98ufa.com/all/1116/20.html,5,0.0,5,0,0,,6,172.67.170.144,,footprint; paid/spam anchor,yes
mahoganykeishina.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,other,... Fetch Content,https://mahoganykeishina.blogspot.com/2017/03/mahogany-interior-doors.html,2,0.0,2,0,0,,2,142.251.163.132,us,footprint,yes
marathiladies.com,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,qualitypluswindows.com,https://www.marathiladies.com/page-1d46ee62e36190f42f3d3c0481fab48e.html,2,0.0,2,0,0,,7,92.249.46.138,in,footprint; farm-IP; exact-match commercial anchor,yes
marinasone.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service qualitypluswindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Onlin,https://marinasone.com/all/2373/20.html,2,0.0,2,0,0,,2,172.67.185.196,,paid/spam anchor,yes
marketingexperts.click,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,commercial,ngwindows.com,https://marketingexperts.click/?p=327752,3,0.0,3,0,0,,5,67.223.118.29,us,footprint; farm-IP; exact-match commercial anchor,yes
masihnyata.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://masihnyata.com/all/2065/33.html,2,0.0,2,0,0,,5,172.67.149.19,,paid/spam anchor,yes
mbsk.info,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,printable psychrometric chart uk images,http://mbsk.info/img/printable-psychrometric-chart-uk.html,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
mediaboooster.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://mediaboooster.com/all/2066/26.html,5,0.0,5,0,0,,4,172.67.157.188,,footprint; paid/spam anchor,yes
medidocs.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,http://www.medidocs.com/bez-rubriki/dark-side-links-dark-white-hat-link-building-1250/,4,0.0,4,0,0,,2,72.167.102.111,us,paid/spam anchor,yes
metamagic.top,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermalprowindows.com,https://metamagic.top/stats/113573,14,0.0,14,0,0,,11,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
missburrg.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,http://missburrg.com/all/946/22.html,2,0.0,2,0,0,,3,172.67.142.89,,paid/spam anchor,yes
mobilewalla3dwallpapers.cf,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Get free high quality HD wallpapers psychrometric chart high quality,http://mobilewalla3dwallpapers.cf/files/images/psychrometric-chart-high-quality.html,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
morisova.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,other,... Access Doc,http://bifoldingdoorsraganamo.blogspot.com/2015/02/frameless-bi-folding-doors.html,2,0.0,2,0,0,,1,64.233.180.132,us,footprint,yes
movil-13-11-2021.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,ngwindows.com,https://movil-13-11-2021.blogspot.com/&eid=1&p=216-2-71016b553a1fa2c9.3b14d1d7ea8d5f86,2,0.0,2,0,0,,26,142.250.31.132,us,footprint; exact-match commercial anchor,yes
mp3fresh.net,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,performingwindows.com,http://www.mp3fresh.net/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,29,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
musweb.org,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,ngawindows.com,https://mail.musweb.org/page-aeacf1cd1c96548a462d30f4186aaaff.html,2,0.0,2,0,0,,19,184.168.111.168,sg,footprint; exact-match commercial anchor,yes
mymarketpost.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northpointwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://mymarketpost.com/all/2093/8.html,2,0.0,2,0,0,,5,172.67.159.15,,paid/spam anchor,yes
naiad.pages.dev,DISAVOW,P1 – Core (disavow),confirmed,Throwaway free-host page,nofollow,commercial,northgeorgiawindows.net,https://naiad.pages.dev/15/edQSdlFdxP,3,0.0,3,0,0,,1,172.66.44.199,,footprint; exact-match commercial anchor,yes
newblogerseo.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://newblogerseo.com/all/2065/33.html,2,0.0,2,0,0,,3,172.67.161.249,,footprint; paid/spam anchor,yes
newwebsiteslist.com,DISAVOW,P1 – Core (disavow),confirmed,Spam directory listing,dofollow,commercial,ngawindows.com,https://www.newwebsiteslist.com/page/168127/,2,0.0,2,0,0,,5,184.168.115.60,sg,footprint; farm-IP; exact-match commercial anchor,yes
nivira.shop,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northpointwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://nivira.shop/all/1001/30.html,2,0.0,2,0,0,,6,104.21.73.168,,paid/spam anchor,yes
novaland-oceanresidence.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,ngwindows.com,https://novaland-oceanresidence.blogspot.com/&eid=1&p=216-2-71016b553a1fa2c9.3b14d1d7ea8d5f86,2,0.0,2,0,0,,23,172.253.139.132,us,footprint; exact-match commercial anchor,yes
obekcom.press,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Galerry printable psychrometric chart metric,http://obekcom.press/upload/printable-psychrometric-chart-metric.html,0.0,0.0,0,0,0,,3,,,paid/spam anchor,yes
odicdsfe.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,ngwindows.com,https://odicdsfe.blogspot.com/&output=application%2Fatom+xml,2,0.0,2,0,0,,27,172.253.139.132,us,footprint; exact-match commercial anchor,yes
okhwefjs.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"MHvxN↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://okhwefjs.xyz/k8zn32e699443/,0.0,0.0,0,0,0,TRUE,2,104.21.16.1,,footprint; is_spam; paid/spam anchor,yes
olivare.com.ar,DISAVOW,P1 – Core (disavow),UPGRADED review→disavow,Borderline — manual check,nofollow,money/spam,OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,https://www.olivare.com.ar/index.php/2025/07/01/quarterlinks-dofollow-article-links-just-for-25-4777/,16,0.0,16,0,0,,1,104.21.40.229,,paid/spam anchor,yes
olspsystem.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,ngwindows.com,https://olspsystem.blogspot.com/%C2%A0,2,0.0,2,0,0,,31,172.253.139.132,us,footprint; exact-match commercial anchor,yes
omrbsvkq.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,10,188.114.97.0,,footprint; is_spam,no (beyond sample)
onlineshoppingidea.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,http://onlineshoppingidea.com/all/946/22.html,2,0.0,2,0,0,,4,104.21.20.72,,paid/spam anchor,yes
onvaxs.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://onvaxs.com/all/2065/33.html,2,0.0,2,0,0,,4,104.21.24.3,,paid/spam anchor,yes
oozeas.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,https://ngwindows.com/,https://oozeas.blogspot.com/&eid=1&p=216-2-71016b553a1fa2c9.3b14d1d7ea8d5f86,2,0.0,2,0,0,,146,172.253.122.132,us,footprint; exact-match commercial anchor,yes
optimizeflow.top,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermalprowindows.com,https://optimizeflow.top/stats/113573,6,0.0,6,0,0,,15,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
organicrankexpress.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,"Strengthen ngwindows.com through high-quality backlinks, guest posts, on-page and local SEO, custom web development, SaaS tools and automation tools for compounding DR/DA/TF for an",https://organicrankexpress.shop/9bb1bfa67-on-page-seo-vs-pbn-backlinks-healthcare-which-moves-rankings-faster-holds-longer-complete-implementation-guide-budget-links-and-content-for-stronger-domain-authority/,0.0,0.0,0,0,0,TRUE,2,104.21.63.203,,footprint; is_spam; paid/spam anchor,yes
organicranknetwork.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,"Scale ngwindows.com with contextual backlinks, premium guest posts, on-page SEO, local SEO, custom web development, SaaS tools plus automation tools, earning real DR/DA/TF improvem",https://organicranknetwork.shop/255646537-press-release-links-cleaned-toxic-links-grew-40-percent-dental-money-site-every-dollar-ranking-tracked-step-by-step-strategy-research-execution-and-analysis-for-higher-search-visibility/,0.0,0.0,0,0,0,TRUE,2,172.67.181.238,,footprint; is_spam; paid/spam anchor,yes
pagesearch.net,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,northpointwindows.com,https://pagesearch.net/0735674f420eb4305092bacc860401a2-l/,2,0.0,2,0,0,,41,118.139.176.46,sg,footprint; farm-IP; exact-match commercial anchor,yes
pageseocollective.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,2,104.21.47.215,,footprint; is_spam,no (beyond sample)
pageseomasters.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,"Power up ngwindows.com: guest posts, backlinks, on-page and local SEO, web development, SaaS tools and workflow automation tools for a noticeable DR/DA/TF rise with full transparen",https://pageseomasters.shop/85991817c-90-day-high-da-guest-posts-case-study-healthcare-placements-anchors-rankings-detailed-campaign-breakdown-mistakes-risks-and-solutions-for-better-google-positions/,0.0,0.0,0,0,0,TRUE,2,104.21.21.10,,footprint; is_spam; paid/spam anchor,yes
pageseoservice.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,"Complete SEO for ngwindows.com: high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools, delivering real DR/DA/TF improve",https://pageseoservice.shop/f6f5513e4-stacked-press-release-links-web-development-real-estate-dual-strategy-doubled-ranking-speed-long-term-seo-method-quality-checks-and-reporting-for-better-google-positions/,0.0,0.0,0,0,0,TRUE,2,172.67.160.172,,footprint; is_spam; paid/spam anchor,yes
palmspringsrentaljinokoku.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Replacement Windows Atlanta Images,https://palmspringsrentaljinokoku.blogspot.com/2015/10/replacement-windows-atlanta.html,2,0.0,2,0,0,,2,172.253.63.132,us,footprint; exact-match commercial anchor,yes
